uid,title,synopsis,genre,aired,episodes,members,popularity,ranked,score,img_url,link
10863,Steins;Gate: Oukoubakko no Poriomania,"A few months after the events of  Steins;Gate , Rintarou Okabe and his group of friends are invited to tag along with their acquaintance Faris NyanNyan, who is participating in a Rai-Net battle event in the United States. There, they meet up with an old colleague: Kurisu Makise, who has been recalling fragmented memories of events that happened in the other world lines in the form of dreams. She confronts Okabe, questioning him as to whether these events—particularly the incidents between the two of them—did indeed happen. 
 
[Written by MAL Rewrite]","['Sci-Fi', 'Comedy', 'Thriller']",22-Feb-12,1,278681,353,156,8.4,https://cdn.myanimelist.net/images/anime/7/36531.jpg,https://myanimelist.net/anime/10863/Steins_Gate__Oukoubakko_no_Poriomania
25835,Shirobako,"It all started in Kaminoyama High School, when five best friends—Aoi Miyamori, Ema Yasuhara, Midori Imai, Shizuka Sakaki, and Misa Toudou—discovered their collective love for all things anime and formed the animation club. After making their first amateur anime together and showcasing it at the culture festival, the group vow to pursue careers in the industry, aiming to one day work together and create their own mainstream show. 
 
Two and a half years later, Aoi and Ema have managed to land jobs at the illustrious Musashino Animation production company. The others, however, are finding it difficult to get their dream jobs. Shizuka is feeling the weight of not being recognized as a capable voice actor, Misa has a secure yet unsatisfying career designing 3D models for a car company, and Midori is a university student intent on pursuing her dream as a story writer. These five girls will learn that the path to success is one with many diversions, but dreams can still be achieved through perseverance and a touch of eccentric creativity. 
 
[Written by MAL Rewrite]","['Comedy', 'Drama']","Oct 9, 2014 to Mar 26, 2015",24,287186,342,155,8.4,https://cdn.myanimelist.net/images/anime/1918/93511.jpg,https://myanimelist.net/anime/25835/Shirobako
34240,Shelter,"Day 2539: Rin wakes up alone again with blurred memories and still no contact from any other human. She's not bored, however, because in her arms lies a tablet capable of creating any world her heart desires. Day after day, Rin crafts a wonderful reality—one utopia at a time—to shelter her from loneliness, hoping to one day reveal the truth behind her very existence. 
 
[Written by MAL Rewrite]","['Sci-Fi', 'Music']",18-Oct-16,1,213388,506,154,8.4,https://cdn.myanimelist.net/images/anime/5/82388.jpg,https://myanimelist.net/anime/34240/Shelter
5341,Ookami to Koushinryou II,"Traveling merchant Kraft Lawrence continues his northward journey with wolf goddess Holo, in search of her lost home of Yoitsu. Lawrence and his sharp-witted partner continue to make some small profits along the way, while slowly uncovering more information about Holo's hometown. However, the road to Yoitsu is a bumpy one filled with many troubles—Lawrence runs into a charming young fellow merchant who has his eyes set on the female wolf companion, and he begins to doubt if Holo will remain by his side; he and the goddess will also have to consider precarious and risky business deals as Lawrence strives to achieve his dream of becoming a shopowner. All the while, with his determination tested at every turn during his journey, Lawrence must question his relationship with Holo, take on business ventures, and ask himself whether it is time for him and Holo to go their separate ways. 
 
[Written by MAL Rewrite]","['Adventure', 'Historical', 'Romance', 'Fantasy']","Jul 9, 2009 to Sep 24, 2009",12,335750,288,153,8.4,https://cdn.myanimelist.net/images/anime/6/59399.jpg,https://myanimelist.net/anime/5341/Ookami_to_Koushinryou_II
38450,Mo Dao Zu Shi 2,"Continuing his masquerade as the deranged lunatic from the Lanling Jin Clan, Wei Wuxian resides in the Cloud Recesses while his former cultivation classmate, Lan Wangji, searches for answers about the demonic severed arm they have in custody. With an overwhelming dark energy emanating from the arm, the two are forced to work together in order to keep it contained. However, the demonic arm is not the only dark force lurking in the region, and as spiritual tensions rise in the mountains of the Gusu Lan Clan, it is up to the two of them to try and restore the natural order. 
 
The story of Wei Wuxian's fall from grace continues as more light is shed on his descent into the path of demonic cultivation. The demonic arm only further strains his mischievous spirit. This is the time for him to prove that he has truly broken free from the forbidden path and is not the maniacal sorcerer that everyone remembers him to be. 
 
[Written by MAL Rewrite]","['Action', 'Comedy', 'Historical', 'Mystery', 'Supernatural']","Aug 3, 2019 to Aug 31, 2019",8,26051,2817,152,8.4,https://cdn.myanimelist.net/images/anime/1305/102408.jpg,https://myanimelist.net/anime/38450/Mo_Dao_Zu_Shi_2
37105,Grand Blue,"Iori Kitahara moves to the coastal town of Izu for his freshman year at its university, taking residence above Grand Blue, his uncle's scuba diving shop. Iori has high hopes and dreams about having the ideal college experience, but when he enters the shop he is sucked into the alcoholic activities of the carefree members of the Diving Club who frequent the place. Persuaded by upperclassmen Shinji Tokita and Ryuujirou Kotobuki, Iori reluctantly joins their bizarre party. His cousin Chisa Kotegawa later walks in and catches him in the act, earning Iori her utter disdain. 
 
Based on Kenji Inoue and Kimitake Yoshioka's popular comedy manga,  Grand Blue  follows Iori's misadventures with his eccentric new friends as he strives to realize his ideal college dream, while also learning how to scuba dive. 
 
[Written by MAL Rewrite]","['Slice of Life', 'Comedy', 'Seinen']","Jul 14, 2018 to Sep 29, 2018",12,236595,440,151,8.4,https://cdn.myanimelist.net/images/anime/1302/94882.jpg,https://myanimelist.net/anime/37105/Grand_Blue
10087,Fate/Zero,"With the promise of granting any wish, the omnipotent Holy Grail triggered three wars in the past, each too cruel and fierce to leave a victor. In spite of that, the wealthy Einzbern family is confident that the Fourth Holy Grail War will be different; namely, with a vessel of the Holy Grail now in their grasp. Solely for this reason, the much hated ""Magus Killer"" Kiritsugu Emiya is hired by the Einzberns, with marriage to their only daughter Irisviel as binding contract. 
 
Kiritsugu now stands at the center of a cutthroat game of survival, facing off against six other participants, each armed with an ancient familiar, and fueled by unique desires and ideals. Accompanied by his own familiar, Saber, the notorious mercenary soon finds his greatest opponent in Kirei Kotomine, a priest who seeks salvation from the emptiness within himself in pursuit of Kiritsugu. 
 
Based on the light novel written by Gen Urobuchi,  Fate/Zero  depicts the events of the Fourth Holy Grail War—10 years prior to  Fate/stay night . Witness a battle royale in which no one is guaranteed to survive. 
 
[Written by MAL Rewrite]","['Action', 'Supernatural', 'Magic', 'Fantasy']","Oct 2, 2011 to Dec 25, 2011",13,845166,50,150,8.4,https://cdn.myanimelist.net/images/anime/2/73249.jpg,https://myanimelist.net/anime/10087/Fate_Zero
5,Cowboy Bebop: Tengoku no Tobira,"Another day, another bounty—such is the life of the often unlucky crew of the Bebop. However, this routine is interrupted when Faye, who is chasing a fairly worthless target on Mars, witnesses an oil tanker suddenly explode, causing mass hysteria. As casualties mount due to a strange disease spreading through the smoke from the blast, a whopping three hundred million woolong price is placed on the head of the supposed perpetrator. 
 
With lives at stake and a solution to their money problems in sight, the Bebop crew springs into action. Spike, Jet, Faye, and Edward, followed closely by Ein, split up to pursue different leads across Alba City. Through their individual investigations, they discover a cover-up scheme involving a pharmaceutical company, revealing a plot that reaches much further than the ragtag team of bounty hunters could have realized. 
 
[Written by MAL Rewrite]","['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Space']",01-Sep-01,1,223199,475,149,8.4,https://cdn.myanimelist.net/images/anime/1439/93480.jpg,https://myanimelist.net/anime/5/Cowboy_Bebop__Tengoku_no_Tobira
37055,Youjo Senki Movie,"With its armies sweeping across the continent, the Empire seems unstoppable. After securing victory over the remnants of the Republic's army, the Empire's ultimate victory is finally within reach. However, dark clouds are gathering in the East. The communist-led Russy Federation is mustering troops on its western border, preparing to enter the war. Supported by a detachment of Allied volunteer magicians—among whom is Mary Sioux, the daughter of a soldier killed by Tanya Degurechaff—the Federation is determined to spread the communist creed and bring the Empire to its knees. 
 
Meanwhile, Tanya and her battalion return to the imperial capital from the southern front. Upon their arrival, they are tasked with investigating troop movements on the border with the Federation. Any escalation of violence at this point may lead to new conflicts, plunging the world into a devastating global war. 
 
Will the Empire eventually emerge victorious from its struggle, or will it crumble in the face of superior enemies and radically different ideologies? 
 
[Written by MAL Rewrite] 
","['Action', 'Magic', 'Military']",08-Feb-19,1,90536,1217,148,8.41,https://cdn.myanimelist.net/images/anime/1310/95450.jpg,https://myanimelist.net/anime/37055/Youjo_Senki_Movie
2246,Mononoke,"The ""Medicine Seller"" is a deadly and mysterious master of the occult who travels across feudal Japan in search of malevolent spirits called ""mononoke"" to slay. When he locates one of these spirits, he cannot simply kill it; he must first learn its Form, its Truth, and its Reason in order to wield the mighty Exorcism Sword and fight against it. He must begin  his strange exorcisms with intense psychological analysis and careful investigative work—an extremely dangerous step, as he must first confront and learn about the mononoke before he even has the means to defeat it. 
 
The Medicine Seller's journey leads him to an old-fashioned inn where Shino, a pregnant woman, has finally found a place to rest. The owner has reluctantly placed her in the last vacant room; however, as she settles in, it quickly becomes clear that the room is infested by a lethal band of mononoke, the Zashiki Warashi. With his hunter's intuition, the Medicine Seller begins his investigation to discover the Form, the Truth, and the Reason before the Zashiki Warashi can kill again. 
 
[Written by MAL Rewrite]","['Mystery', 'Historical', 'Horror', 'Demons', 'Psychological', 'Supernatural', 'Fantasy', 'Seinen']","Jul 13, 2007 to Sep 28, 2007",12,162377,683,146,8.41,https://cdn.myanimelist.net/images/anime/3/20713.jpg,https://myanimelist.net/anime/2246/Mononoke
13601,Psycho-Pass,"Justice, and the enforcement of it, has changed. In the 22nd century, Japan enforces the Sibyl System, an objective means of determining the threat level of each citizen by examining their mental state for signs of criminal intent, known as their Psycho-Pass. Inspectors uphold the law by subjugating, often with lethal force, anyone harboring the slightest ill-will; alongside them are Enforcers, jaded Inspectors that have become latent criminals, granted relative freedom in exchange for carrying out the Inspectors' dirty work. 
 
Into this world steps Akane Tsunemori, a young woman with an honest desire to uphold justice. However, as she works alongside veteran Enforcer Shinya Kougami, she soon learns that the Sibyl System's judgments are not as perfect as her fellow Inspectors assume. With everything she has known turned on its head, Akane wrestles with the question of what justice truly is, and whether it can be upheld through the use of a system that may already be corrupt. 
 
[Written by MAL Rewrite]","['Action', 'Police', 'Psychological', 'Sci-Fi']","Oct 12, 2012 to Mar 22, 2013",22,955173,33,147,8.41,https://cdn.myanimelist.net/images/anime/5/43399.jpg,https://myanimelist.net/anime/13601/Psycho-Pass
16894,Kuroko no Basket 2nd Season,"With the Interhigh Championship finally over, Seirin's basketball team refocuses their efforts, training harder than ever to get the chance to participate in the Winter Cup. Both Kuroko and Kagami see old friends walk back into their lives, providing a challenge both on and off the court. 
 
As new skills are developed and new alliances created, enemies from various teams—giants of high school basketball such as Yousen, Shuutoku and Touou—stand in the way of Seirin's steadfast attempts to get to the top. All of these schools prove to be formidable foes whose abilities progress exponentially, while Kuroko struggles to find a balance between his resolve to play as part of a team and his desire to win.  
 
With old wounds reopening, new challenges to face on the court, and a new set of foes—the ""Uncrowned Kings""—vowing to defeat the new hopefuls, will Seirin ever be able to achieve their dream of beating the Generation of Miracles? 
 
[Written by MAL Rewrite]","['Comedy', 'Sports', 'School', 'Shounen']","Oct 6, 2013 to Mar 30, 2014",25,450574,168,145,8.41,https://cdn.myanimelist.net/images/anime/9/56155.jpg,https://myanimelist.net/anime/16894/Kuroko_no_Basket_2nd_Season
28805,Bakemono no Ko,"Two souls, living very different lives, wander alone and isolated in their respective worlds. For nine-year-old Ren, the last person who treated him with any form of kindness has been killed and he is shunned by what is left of his family. With no parents, no real family, and no place to go, Ren escapes into the confusing streets and alleyways of Shibuya. Through the twists and turns of the alleys, Ren stumbles into the intimidating Kumatetsu, who leads him to the beast realm of Shibuten. 
 
For Kumatetsu, the boy represents a chance for him to become a candidate to replace the Lord of the realm once he retires. While nearly unmatched in combat, Kumatetsu's chilly persona leaves him with no disciples to teach and no way to prove he is worthy of becoming the Lord's successor.  
 
While the two share different goals, they agree to help each other in order to reach them. Kumatetsu searches for recognition; Ren, now known as Kyuuta, searches for the home he never had. As the years pass by, it starts to become apparent that the two are helping each other in more ways than they had originally thought. Perhaps there has always been less of a difference between them, a boy and a beast, than either of the two ever realized. 
 
[Written by MAL Rewrite]","['Adventure', 'Supernatural']",11-Jul-15,1,236674,436,144,8.41,https://cdn.myanimelist.net/images/anime/11/73540.jpg,https://myanimelist.net/anime/28805/Bakemono_no_Ko
523,Tonari no Totoro,"In 1950s Japan, Tatsuo Kusakabe relocates himself and his two daughters, Satsuki and Mei, to the countryside to be closer to their mother, who is hospitalized due to long-term illness. As the girls grow acquainted with rural life, Mei encounters a small, bunny-like creature in the yard one day. Chasing it into the forest, she finds ""Totoro""—a giant, mystical forest spirit whom she soon befriends. Before long, Satsuki too meets Totoro, and the two girls suddenly find their lives filled with magical adventures in nature and fantastical creatures of the woods. 
 
[Written by MAL Rewrite] 
","['Adventure', 'Comedy', 'Supernatural']",16-Apr-88,1,528128,120,143,8.42,https://cdn.myanimelist.net/images/anime/4/75923.jpg,https://myanimelist.net/anime/523/Tonari_no_Totoro
13125,Shinsekai yori,"Following a sudden outbreak of psychokinesis in 0.1% of the population, a rapid transformation swept the world. The godlike ability to manipulate matter remotely turned many power wielders to violence, inciting a long period of upheaval. Finally, after a chaotic era shaped by the rise and fall of oppressive regimes, the psychic humans were able to achieve a fragile peace by isolating their society, creating a new world bound by complex rules. 
 
In the town of Kamisu 66, 12-year-old Saki Watanabe has just awakened to her powers and is relieved to rejoin her friends—the mischievous Satoru Asahina, the shy Mamoru Itou, the cheerful Maria Akizuki, and Shun Aonuma, a mysterious boy whom Saki admires—at Sage Academy, a special school for psychics. However, unease looms as Saki begins to question the fate of those unable to awaken to their powers, and the children begin to get involved with secretive matters such as the rumored Tainted Cats said to abduct children. 
 
 Shinsekai yori  tells the unique coming-of-age story of Saki and her friends as they journey to grow into their roles in the supposed utopia. Accepting these roles, however, might not come easy when faced with the dark and shocking truths of society, and the impending havoc born from the new world. 
 
[Written by MAL Rewrite]","['Sci-Fi', 'Mystery', 'Horror', 'Psychological', 'Supernatural', 'Drama']","Sep 29, 2012 to Mar 23, 2013",25,514093,125,142,8.42,https://cdn.myanimelist.net/images/anime/12/36775.jpg,https://myanimelist.net/anime/13125/Shinsekai_yori
25777,Shingeki no Kyojin Season 2,"For centuries, humanity has been hunted by giant, mysterious predators known as the Titans. Three mighty walls—Wall Maria, Rose, and Sheena—provided peace and protection for humanity for over a hundred years. That peace, however, was shattered when the Colossus Titan and Armored Titan appeared and destroyed the outermost wall, Wall Maria. Forced to retreat behind Wall Rose, humanity waited with bated breath for the Titans to reappear and destroy their safe haven once more. 
 
In  Shingeki no Kyojin Season 2 , Eren Yeager and others of the 104th Training Corps have just begun to become full members of the Survey Corps. As they ready themselves to face the Titans once again, their preparations are interrupted by the invasion of Wall Rose—but all is not as it seems as more mysteries are unraveled. As the Survey Corps races to save the wall, they uncover more about the invading Titans and the dark secrets of their own members. 
 
[Written by MAL Rewrite]","['Action', 'Drama', 'Fantasy', 'Military', 'Mystery', 'Shounen', 'Super Power']","Apr 1, 2017 to Jun 17, 2017",12,979627,31,141,8.42,https://cdn.myanimelist.net/images/anime/4/84177.jpg,https://myanimelist.net/anime/25777/Shingeki_no_Kyojin_Season_2
35848,Promare,"Thirty years ago, a new race of flame-wielding mutants suddenly appeared, destroying a large portion of humanity. These so-called “Burnish” have continued to appear at random, leaving a trail of death and destruction in their wake. 
 
The autonomous republic of Promepolis is a thriving nation thanks to the incredible efforts of their leader, Kray Foresight, against the Burnish. A team of firefighters known as the Burning Rescue is tasked with stopping these horrifying monsters, using the most performant technology available thanks to their incredible mechanic Lucia Fex. Galo Thymos is an energetic young man, who considers Foresight his hero for saving his life and is the rescue team's most recent recruit.  
 
A terrorist group calling themselves Mad Burnish has been causing havoc all over the nation. After an encounter with Mad Burnish leader Lio Fotia, Galo sets out on his fated journey to find the truth about these mutants, ultimately leading him to question everything he previously held to be true. 
 
[Written by MAL Rewrite]","['Action', 'Mecha', 'Sci-Fi', 'Super Power']",24-May-19,1,58332,1741,140,8.42,https://cdn.myanimelist.net/images/anime/1008/101845.jpg,https://myanimelist.net/anime/35848/Promare
9756,Mahou Shoujo Madoka?Magica,"Madoka Kaname and Sayaka Miki are regular middle school girls with regular lives, but all that changes when they encounter Kyuubey, a cat-like magical familiar, and Homura Akemi, the new transfer student. 
 
Kyuubey offers them a proposition: he will grant any one of their wishes and in exchange, they will each become a magical girl, gaining enough power to fulfill their dreams. However, Homura Akemi, a magical girl herself, urges them not to accept the offer, stating that everything is not what it seems. 
 
A story of hope, despair, and friendship,  Mahou Shoujo Madoka?Magica  deals with the difficulties of being a magical girl and the price one has to pay to make a dream come true. 
 
[Written by MAL Rewrite] ","['Psychological', 'Drama', 'Magic', 'Thriller']","Jan 7, 2011 to Apr 22, 2011",12,781975,58,139,8.42,https://cdn.myanimelist.net/images/anime/11/55225.jpg,https://myanimelist.net/anime/9756/Mahou_Shoujo_Madoka%E2%98%85Magica
9260,Kizumonogatari I: Tekketsu-hen,"During Koyomi Araragi's second year at Naoetsu Private High School, he has a chance encounter with Tsubasa Hanekawa, the top honor student in his class. When they strike up a conversation, Hanekawa mentions a shocking rumor: a vampire with beautiful blonde hair and freezing cold eyes has been seen lurking around town. 
 
Happy to have made a new friend, Araragi writes off the rumor and goes about the rest of his evening in a carefree manner. However, on his way home, he stumbles across splatters of blood leading down the stairs to the subway. His curiosity pushes him to investigate further, so he follows the gruesome pools into the depths of the station.  
 
When he arrives at the source of the blood, he is terrified by what he sees—the rumored blonde vampire herself, completely dismembered. After she calls for his help, Araragi must make a decision, one which carries the potential to change his life forever. 
 
[Written by MAL Rewrite]","['Mystery', 'Supernatural', 'Vampire']",08-Jan-16,1,274919,359,138,8.42,https://cdn.myanimelist.net/images/anime/11/80621.jpg,https://myanimelist.net/anime/9260/Kizumonogatari_I__Tekketsu-hen
30709,Kamisama Hajimemashita: Kako-hen,"While playing in the snow one day at her shrine, the land god Nanami Momozono witnesses her familiar—the fox youkai Tomoe—collapse, with dark markings appearing on his body. Tomoe's former master, Lord Mikage, appears after his long absence and places Tomoe into a magical pocket mirror in order to stave off his ailment. 
 
Mikage explains that long ago, before he and Tomoe had met, the fox youkai was in love with a human woman. Seeking to live as a human with his beloved, he made a deal with a fallen god, but he only ended up cursed and dying. When Mikage discovered Tomoe, the god made the youkai forget his human love as a quick solution. However, something has changed recently to reactivate the curse; Tomoe has fallen in love with his new human master, Nanami. Since there is no way to stop the curse, Nanami wants to stop Tomoe from getting cursed in the first place by traveling back through time, even if it means they may never meet. As Nanami travels back hundreds of years to save her precious familiar, she discovers that she is far more closely bonded to Tomoe than she previously thought. 
 
[Written by MAL Rewrite]","['Comedy', 'Demons', 'Supernatural', 'Romance', 'Fantasy', 'Shoujo']","Aug 20, 2015 to Aug 19, 2016",4,87480,1240,137,8.42,https://cdn.myanimelist.net/images/anime/3/81250.jpg,https://myanimelist.net/anime/30709/Kamisama_Hajimemashita__Kako-hen
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,"At the renowned Shuchiin Academy, Miyuki Shirogane and Kaguya Shinomiya are the student body's top representatives. Ranked the top student in the nation and respected by peers and mentors alike, Miyuki serves as the student council president. Alongside him, the vice president Kaguya—eldest daughter of the wealthy Shinomiya family—excels in every field imaginable. They are the envy of the entire student body, regarded as the perfect couple. 
 
However, despite both having already developed feelings for the other, neither are willing to admit them. The first to confess loses, will be looked down upon, and will be considered the lesser. With their honor and pride at stake, Miyuki and Kaguya are both equally determined to be the one to emerge victorious on the battlefield of love! 
 
[Written by MAL Rewrite]","['Comedy', 'Psychological', 'Romance', 'School', 'Seinen']","Jan 12, 2019 to Mar 30, 2019",12,410056,207,136,8.42,https://cdn.myanimelist.net/images/anime/1291/97023.jpg,https://myanimelist.net/anime/37999/Kaguya-sama_wa_Kokurasetai__Tensai-tachi_no_Renai_Zunousen
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,"The rare and inexplicable Puberty Syndrome is thought of as a myth. It is a rare disease which only affects teenagers, and its symptoms are so supernatural that hardly anyone recognizes it as a legitimate occurrence. However, high school student Sakuta Azusagawa knows from personal experience that it is very much real, and happens to be quite prevalent in his school. 
 
Mai Sakurajima is a third-year high school student who gained fame in her youth as a child actress, but recently halted her promising career for reasons unknown to the public. With an air of unapproachability, she is well known throughout the school, but none dare interact with her—that is until Sakuta sees her wandering the library in a bunny girl costume. Despite the getup, no one seems to notice her, and after confronting her, he realizes that she is another victim of Puberty Syndrome. As Sakuta tries to help Mai through her predicament, his actions bring him into contact with more girls afflicted with the elusive disease. 
 
[Written by MAL Rewrite]","['Comedy', 'Romance', 'School', 'Supernatural']","Oct 4, 2018 to Dec 27, 2018",13,479848,149,135,8.43,https://cdn.myanimelist.net/images/anime/1301/93586.jpg,https://myanimelist.net/anime/37450/Seishun_Buta_Yarou_wa_Bunny_Girl_Senpai_no_Yume_wo_Minai
5941,Cross Game,"Kou Kitamura and Aoba Tsukishima are often at odds—even though their families happen to be close friends and business partners. Although the only child of a sports shop owner, Kou has never been interested in playing baseball. Despite this, he possesses an impressive batting ability honed by frequent visits to the local baseball batting center run by the Tsukushima family. On the other hand, Aoba loves to play baseball and is a star player with exceptional pitching form. 
 
However, these two seemingly complete opposites share something very important to them—Wakaba Tsukishima, Aoba's older sister and Kou's destined sweetheart. Admired by the quarrelsome duo, Wakaba often finds herself the catalyst to their never-ending rivalry. But whether or not they realize that they have more in common than either would care to admit, only time will tell. The game of baseball may just be what the pair needs to ultimately overcome their own personal struggles. 
 
[Written by MAL Rewrite] 
","['Comedy', 'Drama', 'Romance', 'School', 'Shounen', 'Sports']","Apr 5, 2009 to Mar 28, 2010",50,86377,1252,134,8.43,https://cdn.myanimelist.net/images/anime/6/22103.jpg,https://myanimelist.net/anime/5941/Cross_Game
10030,Bakuman. 2nd Season,"With the serialization of their new manga, ""Detective Trap,"" the writer-artist team, Akito Takagi and Moritaka Mashiro, better known by their pseudonym Muto Ashirogi, are one step closer to becoming world-renowned mangaka. For Mashiro, however, serialization is just the first step. Having promised to marry his childhood sweetheart and aspiring voice actress, Azuki Miho, once his manga gets an anime adaptation, Mashiro must continue his to popularize Ashirogi's work. A tremendously competitive cast of ambitious mangaka—including the wild genius, Eiji Niizuma; the elegant student, Yuriko Aoki, and her older admirer and partner, Takurou Nakai; the lazy prodigy, Kazuya Hiramaru; and the abrasive artist, Shinta Fukuda—both support and compete against Muto Ashirogi in creating the next big hit. 
 
As they adjust to their young and seemingly untested new editor, the dynamic duo struggle to maintain their current serialization, secure the top stop in Shounen Jack, and ultimately, achieve an anime adaptation of their manga. With new rivals and friends,  Bakuman. 2nd Season  continues Takagi and Mashiro's inspiring story of hard work and young love. 
 
[Written by MAL Rewrite] ","['Comedy', 'Drama', 'Romance', 'Shounen']","Oct 1, 2011 to Mar 24, 2012",25,244849,410,133,8.43,https://cdn.myanimelist.net/images/anime/3/34923.jpg,https://myanimelist.net/anime/10030/Bakuman_2nd_Season
31181,Owarimonogatari,"A peculiar transfer student named Ougi Oshino has just arrived at Naoetsu Private High School. She is quickly introduced to senior student Koyomi Araragi by their mutual friend Kanbaru Suruga, in hopes of obtaining advice regarding a strange discovery she has made. After taking a look at the school's layout, Ougi notices that a classroom has appeared in an otherwise empty area—a place that should not exist.  
 
Unsure if this is the work of an apparition, Araragi and Ougi attempt to unravel the truth behind this enigma. But Araragi soon discovers, after finding himself locked in with Ougi, that the room holds the memory of an event he had long since forgotten. 
 
[Written by MAL Rewrite]","['Mystery', 'Comedy', 'Supernatural', 'Vampire']","Oct 4, 2015 to Dec 20, 2015",12,267607,372,131,8.44,https://cdn.myanimelist.net/images/anime/8/76479.jpg,https://myanimelist.net/anime/31181/Owarimonogatari
11981,Mahou Shoujo Madoka?Magica Movie 3: Hangyaku no Monogatari,"The young girls of Mitakihara happily live their lives, occasionally fighting off evil, but otherwise going about their peaceful, everyday routines. However, Homura Akemi feels that something is wrong with this unusually pleasant atmosphere—though the others remain oblivious, she can't help but suspect that there is more to what is going on than meets the eye: someone who should not exist is currently present to join in on their activities. 
 
 Mahou Shoujo Madoka?Magica Movie 3: Hangyaku no Monogatari  follows Homura in her struggle to uncover the painful truth behind the mysterious circumstances, as she selfishly and desperately fights for the sake of her undying love in this despair-ridden conclusion to the story of five magical girls. 
 
[Written by MAL Rewrite]","['Mystery', 'Psychological', 'Drama', 'Magic', 'Thriller']",26-Oct-13,1,236103,435,130,8.44,https://cdn.myanimelist.net/images/anime/5/54231.jpg,https://myanimelist.net/anime/11981/Mahou_Shoujo_Madoka%E2%98%85Magica_Movie_3__Hangyaku_no_Monogatari
467,Koukaku Kidoutai: Stand Alone Complex,"In the not so distant future, mankind has advanced to a state where complete body transplants from flesh to machine is possible. This allows for great increases in both physical and cybernetic prowess and blurring the lines between the two worlds. However, criminals can also make full use of such technology, leading to new and sometimes, very dangerous crimes. In response to such innovative new methods, the Japanese Government has established Section 9, an independently operating police unit which deals with such highly sensitive crimes. 
 
Led by Daisuke Aramaki and Motoko Kusanagi, Section 9 deals with such crimes over the entire social spectrum, usually with success. However, when faced with a new A level hacker nicknamed ""The Laughing Man,"" the team is thrown into a dangerous cat and mouse game, following the hacker's trail as it leaves its mark on Japan. 
 
[Written by MAL Rewrite]","['Action', 'Military', 'Sci-Fi', 'Police', 'Mecha', 'Seinen']","Oct 1, 2002 to Oct 1, 2003",26,291249,331,129,8.44,https://cdn.myanimelist.net/images/anime/11/50857.jpg,https://myanimelist.net/anime/467/Koukaku_Kidoutai__Stand_Alone_Complex
14397,Chihayafuru 2,"Chihaya Ayase is obsessed with developing her school's competitive karuta club, nursing daunting ambitions like winning the national team championship at the Omi Jingu and becoming the Queen, the best female karuta player in Japan—and in extension, the world. As their second year of high school rolls around, Chihaya and her fellow teammates must recruit new members, train their minds and bodies alike, and battle the formidable opponents that stand in their way to the championship title. Meanwhile, Chihaya's childhood friend, Arata Wataya, the prodigy who introduced her to karuta, rediscovers his lost love for the old card game. 
 
[Written by MAL Rewrite]","['Drama', 'Game', 'Josei', 'School', 'Slice of Life', 'Sports']","Jan 12, 2013 to Jun 29, 2013",25,146627,756,127,8.44,https://cdn.myanimelist.net/images/anime/6/47435.jpg,https://myanimelist.net/anime/14397/Chihayafuru_2
35557,Houseki no Kuni (TV),"In the mysterious future, crystalline organisms called Gems inhabit a world that has been destroyed by six meteors. Each Gem is assigned a role in order to fight against the Lunarians, a species who attacks them in order to shatter their bodies and use them as decorations.  
 
Phosphophyllite, also known as Phos, is a young and fragile Gem who dreams of helping their friends in the war effort. Instead, they are told to compile an encyclopedia because of their delicate condition. After begrudgingly embarking on this task, Phos meets Cinnabar, an intelligent gem who has been relegated to patrolling the isolated island at night because of the corrosive poison their body creates. After seeing how unhappy Cinnabar is, Phos decides to find a role that both of the rejected Gems can enjoy.  Houseki no Kuni  follows Phos' efforts to be useful and protect their fellow Gems. 
 
[Written by MAL Rewrite]","['Action', 'Drama', 'Fantasy', 'Mystery', 'Seinen']","Oct 7, 2017 to Dec 23, 2017",12,222239,484,128,8.44,https://cdn.myanimelist.net/images/anime/3/88293.jpg,https://myanimelist.net/anime/35557/Houseki_no_Kuni_TV
39195,Beastars,"In a civilized society of anthropomorphic animals, an uneasy tension exists between carnivores and herbivores. At Cherryton Academy, this mutual distrust peaks after a predation incident results in the death of Tem, an alpaca in the school's drama club. Tem's friend Legoshi, a grey wolf in the stage crew, has been an object of fear and suspicion for his whole life. In the immediate aftermath of the tragedy, he continues to lay low and hide his menacing traits, much to the disapproval of Louis, a red deer and the domineering star actor of the drama club. 
 
When Louis sneaks into the auditorium to train Tem's replacement for an upcoming play, he assigns Legoshi to lookout duty. That very night, Legoshi has a fateful encounter with Haru, a white dwarf rabbit scorned by her peers. His growing feelings for Haru, complicated by his predatory instincts, force him to confront his own true nature, the circumstances surrounding the death of his friend, and the undercurrent of violence plaguing the world around him. 
 
[Written by MAL Rewrite]","['Slice of Life', 'Psychological', 'Drama', 'Shounen']","Oct 10, 2019 to Dec 26, 2019",12,110722,1015,126,8.44,https://cdn.myanimelist.net/images/anime/1234/102008.jpg,https://myanimelist.net/anime/39195/Beastars
